Cycle Number,State of Health (SoH),State of Charge (SoC),Temperature (°C),Voltage (V),Current (A),Charge Time (hrs),Discharge Time (hrs)
230,0.932657238783411,67.29666223944324,26.884529356385464,330.63134987782126,168.347773988119,1.1696292746023733,3.3951410215550575
231,0.9322393142619944,82.24223736682784,41.4390584415321,391.66352358412075,114.64778307699444,0.9783002274817083,2.746596239782342
232,0.9319382594247523,37.117242343762754,35.02685417000583,370.5585862643825,153.2607527738205,1.061829330530182,1.5005806050962585
233,0.9316074978709017,43.05293384622075,23.56485360204772,389.00970351838083,101.88161911067861,0.7316896208349857,1.0763432797172525
234,0.9313104907933741,64.58223862864843,35.92255793636858,334.06041665812916,60.75678332714765,1.114443342342848,1.9336524851901808
235,0.931132393598255,67.71206397350093,35.14448123631726,336.459372819754,82.68388313824852,1.9820539492333877,2.3620048635883446
236,0.9307434127521503,68.82742357802371,23.51382418945902,348.5589699659398,54.13050798041982,1.258182676865675,3.892052221353107
237,0.930531103807174,38.420671298580025,20.97490031437279,303.0955790919343,108.19801399203043,0.7400374046947911,1.0700562889845577
238,0.9304213774206014,75.62136139501769,31.463075222047266,328.92447719726545,185.0124774524721,0.6742084403007884,3.8677564868659577
239,0.9300631885022386,31.396671737735282,42.210091807717035,360.29428764794613,174.00610396122312,1.9760197448156964,1.8652163134562372
240,0.9298923442304757,96.1135485407593,29.73704737256051,338.55119047369226,101.05806563817586,1.3121114110213778,1.4624351295354612
241,0.9294161607967346,55.37114853580112,33.5426203102501,376.190181260487,175.04749429063781,1.160662025468636,1.9069997480544814
242,0.9289345893659335,25.933489731709447,24.865595917621796,305.7647582199025,101.367196825207,0.9053715381961749,3.8992521575992223
243,0.9284686436098454,55.77088262500439,28.681925975762688,358.0467600993696,70.87950520185433,1.1660656238033043,2.8787029642631916
244,0.9282205801297432,48.889783179245136,30.044470016358105,399.38483888996984,182.04721432233904,1.43510893723916,2.7081320835468485
245,0.9281143974831316,62.06604798245841,25.032802695560832,339.51377432643187,55.9189299336349,1.21331905623024,2.6290737518729896
246,0.9276430700580965,22.77497361032096,44.10072117913784,390.9454610937242,158.3214853183859,1.3000799431480439,3.6099074789430547
247,0.9273717963987697,13.065234382346292,39.762744856872125,312.4820813966848,169.1315993824108,0.9136513523770354,3.6312717430545667
248,0.9268851344711522,94.40420938253979,23.71989923512789,346.2675605065393,197.14810672440277,1.22511115395972,3.5906425675436355
249,0.9263996864803165,58.87315221313199,29.383247697990047,328.578355552587,80.4834636629131,1.6426972870665457,2.1596215204690834
250,0.9259584826981295,51.12754622007512,32.30813700002955,357.72790292331314,179.83657184368283,1.971109015375144,2.222752625721451
251,0.9257407031413017,82.7518922106303,39.11319486636794,357.35289514555734,193.40707154178997,0.8007117732926041,1.3277926309288643
252,0.925486664049861,85.39619669554222,30.978745415843708,384.69688542070605,183.96353077931224,0.5936863904286072,3.650394288958182
253,0.9250462093812543,44.831905536942216,32.76081222510581,362.659251109321,188.957391009513,0.5286741416446461,2.4305304049534513
254,0.9248194405791917,68.77220424305607,38.06767394245571,369.2532431537108,70.16526941121828,0.9490933825575218,2.0761465762510403
255,0.9246516434805173,80.4437207679505,26.968996810363826,321.0704963867203,193.61720285571442,0.5132949276702033,3.9934625670459347
256,0.9243289229755339,67.68212988573956,40.71173248622793,329.46193963461934,52.147291650058996,1.606804277842295,3.5024337910020273
257,0.9238544610658697,74.04761319535191,23.571257182520966,375.34279222569694,165.33841731614615,1.4878107735050823,3.2983477983867586
258,0.9234760491471997,84.59214396777321,35.340102855936465,308.8604713969679,123.14417145008163,0.6164740020074075,2.2226290930972925
259,0.923148024679164,40.71064891256276,21.65024610350604,334.8820533969479,66.64971481869722,1.7123528150138332,3.843064077893412
260,0.9230091540816557,7.231647525793861,43.877880182292536,352.2576599336745,94.93485169308109,0.6152931129142453,2.5018728042112537
261,0.9226631511909761,79.45155444907486,37.677161931667456,305.0226011463974,60.93527530518553,1.1043099239489558,1.8858714821438298
262,0.9221671296509344,23.238432305604782,27.02511247271784,380.3482743296885,189.3842080447781,1.1076540417913496,3.7183330063974913
263,0.9220110960448398,32.1495701247882,31.91092465859479,322.60289978159994,146.07140632637658,1.9684716727622134,2.8104792881301357
264,0.9217037641838943,35.78140841135489,36.19543614976321,312.29206784653877,183.2988620398098,1.2546259261697545,2.3480492261189263
265,0.9212528149551231,58.58647884535192,35.619596569735066,307.1775806226513,152.39258318351034,0.8628975204732944,3.1418578975197695
266,0.9208565075080214,82.25347943841967,40.098962688813,355.25009674078893,128.02548384661267,0.7143139420091176,3.3260384512094068
267,0.9204777012116233,27.140938044671437,32.417385570448666,328.4274092927517,70.07425444995397,1.444336545337605,1.1629961044687116
268,0.9200967075780284,74.86452341262,27.939669881527916,300.01346930044855,126.66937088558447,0.5702778627914047,1.8285086734626983
269,0.9198529111175405,70.69764874557161,21.567240540546646,383.93384923560023,50.572988398787466,0.8702358038028534,3.2227121684562143
270,0.9196354743798347,31.627014972930677,22.547309701650338,336.02339188004277,90.55899295767884,1.7640678532408325,1.9400437527554293
271,0.9192117299176433,78.89324717760073,42.29680362026836,343.38174195765293,186.4914715781588,1.0659770809447893,3.8922352494703247
272,0.9187876845597717,8.928952452557294,37.17548166258106,349.3814040456929,108.14732081834705,1.4490678181229013,3.1115712749029933
273,0.9183408556323396,0.43632696503090873,24.173827218679968,371.30460506343184,149.95781203673096,1.9490712576930158,3.283113370752349
274,0.917875559411317,95.0772707731338,37.563512538370176,329.8052208639443,65.80473833762846,1.6727357950174033,2.9324476644277477
275,0.9175710224517727,4.818601239329623,29.00126164752446,395.6799815484286,125.06017185653019,1.149093704029557,2.373098815477882
276,0.9172704159338978,20.88827240051637,29.21767927161988,336.98132559871766,57.85325302812086,1.6513514427768774,2.249513295711637
277,0.9168510978623111,82.21798868164232,41.258700027997385,321.1994054698658,148.6030223255193,1.2084227062444726,3.640470213764455
278,0.91649111229,21.57406791764541,36.94533000775111,360.77521222527224,94.29522163577491,0.7049013554767589,2.9549192814318297
279,0.916110325539097,73.85974581323308,27.89068359408375,364.4832604022314,109.2696361417255,1.5698103249239266,1.5976458246821594
280,0.9156920084713226,89.02150026361744,27.185239911639492,336.7785987756153,58.71379281205247,0.6672683184819146,2.5475857081369844
281,0.9152360063345956,26.75926767279715,40.88700564355486,301.4693388654954,106.86410730079044,1.006018320153639,1.0579828927528032
282,0.9150008082718549,12.436839900051023,30.341066872965882,349.28645844474465,110.64346208823036,1.2964065176181407,2.7853950247170447
283,0.9147505750907989,0.992382112783563,31.602378986337598,396.3499240887588,127.85484201943231,1.5163134011884298,1.9355915737506497
284,0.9146129823148625,77.39913781527625,39.323037046902876,352.1296047654139,196.40207349188205,0.68832532214398,1.050842994668743
285,0.9142816702584641,77.0158211757096,40.178888434122065,312.02072291205764,89.83742494379092,0.5263285450499433,1.879925832341694
286,0.9141672933489454,77.31418739186715,32.949013192814476,334.8095593168288,105.76089423594954,0.5020304385732022,1.8994015826957078
287,0.9138810541416924,64.64587416379305,44.35486109540893,384.70608269838993,53.53924469682937,1.847840907012259,3.3495952398958777
288,0.9135639962878094,78.03761235709804,31.44989397508929,339.8005292954503,95.4373593249789,0.5985422884315487,1.6847060904810973
289,0.9133493797869581,24.66036349780246,32.10192674275504,374.7444406596694,121.071474259692,0.5867666741707409,3.8733694029646117
290,0.9130130464827305,94.27243190941122,39.62973857871021,399.13279015642206,131.67234992003944,1.944152525379809,1.2268151218502523
291,0.9129008463827549,36.568074826137135,25.634531700169145,319.583308413427,71.12044233390141,1.433620462348995,3.343965567241915
292,0.9127859071072553,57.82983994203607,23.674067739705244,381.1123769933471,145.39320607455926,1.0822485591904933,3.0223908866081888
293,0.9123568668829914,25.990497924283286,28.629805212355265,391.748584313199,93.57567585071305,1.204982402236905,3.670423412188044
294,0.9121127906264269,70.77213502675275,21.555080654117567,314.730304427897,51.176238615787526,1.4463826853437451,2.343020276231255
295,0.9119619664213662,13.427485090227552,43.94835302641926,352.96597239456196,86.28399411693337,1.2509053567320614,3.0388609982053234
296,0.9116530691173442,7.623921797356448,26.8675953761973,380.69654908839937,118.94973056039919,1.3198657130484424,2.2984480066284076
297,0.9112450716961048,4.389994264300512,24.1437444955039,344.5541638741891,81.37781981118917,0.5749685429895182,3.530948992155471
298,0.911058743285106,98.11925291641158,39.82857184991849,385.3784921704667,86.2965695475568,1.9409404632697997,1.5907771133602853
299,0.9107095870947784,95.14298103618323,44.87048234914877,371.1722805746049,197.17155976877328,1.3543096693506556,1.7786253495282711
300,0.910575448108781,43.699588566562085,34.83902338446965,307.3081562027015,143.3514896925869,1.9717667551434417,1.570322949351183
301,0.9104547754203135,79.25951162883833,42.697469844490485,394.3701592820221,194.02034066081708,1.282189458082208,3.931923723974511
302,0.9101422335676862,75.73102071344388,24.041785905924048,347.690010646797,157.7496763058006,0.8710104737286251,2.921845550646662
303,0.9098259795190422,66.66004790466192,24.067493595214145,356.5085312452756,165.74403664679116,1.2483434968039129,1.0363093503283223
304,0.9094710075584429,0.9038469079292177,28.925733599250304,392.6194068431782,84.30151694054132,1.4515455333075307,1.6662276120799617
305,0.9090805710249539,32.16699896595486,41.2010522400371,372.8861442269947,64.3098915969816,1.1430530314796505,1.0875092909357935
306,0.9085902301931689,48.0890146603009,36.5608502925267,311.85026235981513,93.33274083637485,1.0967549382532353,3.7585930739681492
307,0.9082837100538483,99.32550154229641,21.122782474890396,376.10079234953923,105.75860996035149,1.08868727934422,3.262794920041068
308,0.9080545274646719,91.84264321454087,43.773214862563705,357.7122586038321,103.56817389507542,1.681323628788169,1.753004149786901
309,0.9076364529867644,56.40740288335178,28.96446153812183,365.6631073707876,86.05983693402604,0.7873894186022387,3.754717260026311
310,0.9074281200862596,10.18036829495369,32.64894769337329,322.0852782963009,55.839494498850115,0.5540282274371395,1.525665316317482
311,0.9071525315179774,86.67703545060003,27.06196859942567,395.04591705752955,137.24334394837905,1.1549212846531491,2.740266504008364
312,0.9070211489654405,51.669838522626776,38.96940634393313,328.2496065972852,102.95755874004536,1.841141453799876,3.8393695394512166
313,0.9069110086680743,89.25582274864745,30.48619984893284,378.0365503006882,121.45035999516482,1.2463097782191532,1.614040327171852
314,0.9064259493022031,59.113030325851646,24.653397443833697,333.1564699067194,178.25453024299028,0.8106137138162828,1.2134748555202983
315,0.9059915572539983,6.90075926128163,43.51961301257769,350.69204379618344,111.41181077255274,1.7163178715118776,3.507477783731548
316,0.9056131675715607,33.21910331156046,37.34045143684488,377.11228158518867,148.19760302989317,0.7273926122001491,3.627649250551171
317,0.905349586393795,53.90945527360087,27.061810659250092,342.5228185437694,55.635663559836104,0.6918002018336263,3.296640251547583
318,0.9051802686657667,0.0011634755366141114,30.414145712057305,352.25101810855887,58.19516300014584,1.9596172444584994,1.678375993749016
319,0.9050176938486983,30.419871963628086,27.598562806375682,323.041666211735,50.221073312946714,1.5940171911319945,3.900536499397856
320,0.9048175966894325,22.429348328504506,36.576179795085565,374.1896326958715,177.2638068635787,1.1339437955204137,1.9087927169212877
321,0.9044979060235501,32.52951340230311,37.815533327462816,381.6779466505636,77.2420951634904,1.0564115122366478,3.70582059024745
322,0.90411206765447,80.66935196947392,44.6214600690619,375.4248259682081,108.97928015418833,1.3859567509919566,2.983042762741961
323,0.9037479887037829,7.845581631712395,33.61242397759663,370.932082847261,75.09819560015906,1.6709475761383357,2.751318341542335
324,0.9035360151450046,95.22217856975946,21.060557455172294,326.5326137555467,140.23308189497362,0.9448398683088961,3.1432724922137267
325,0.9030540690327393,75.9005282521931,22.562899101661863,351.3854464206768,126.33358333865839,1.0539211553233117,3.7987745877090164
326,0.902658910266061,82.75063198732212,37.43023454774092,371.4326635734998,119.25742157196787,1.8814917816448637,3.0837862817598563
327,0.9023371686450565,72.89810616558164,41.54227259468363,327.4071589342191,171.06063558000545,0.7928609044347381,2.0360258567346636
328,0.9019924803465628,33.56104542698427,44.463136709728516,385.65372237479266,155.17547923853897,1.5905851424230852,2.6862183832077133
329,0.9017246403215916,94.70906671085191,32.40646882205904,338.0517709869895,74.45530053973866,1.679308478391587,3.203331796226774
330,0.9015255479257911,38.43550385241349,20.629835348980734,383.89973277180104,51.71269751811104,1.5555496694435764,3.9107713291781714
331,0.9012831588543306,43.766132814820345,25.87433512489882,370.4871010043382,172.56922130233778,1.319645474116771,3.901105825768439
332,0.9008800204101449,5.166872165796111,32.6198899576132,371.845394732255,179.39607067237685,0.768883417861685,3.400010445291044
333,0.900774263014693,55.27070757185453,29.91384204974908,313.17150285790933,179.79436383633686,0.7359098122695731,1.9293635776272977
334,0.9006278339584902,29.004553196243688,41.78535085477136,367.2702994208898,169.50220957870584,0.8757018481887484,2.874622298820997
335,0.9005094329016815,57.17459831437487,40.820759419706775,390.60870604812607,51.82351572160802,1.511029878588189,1.155507397359187
336,0.9003931413807539,54.88586650773559,27.190818226091956,330.6776599522141,102.94377551785348,1.431938673574415,2.0021498970063076
337,0.8999509571471495,73.26990505902803,30.11318463934674,306.8353200309959,167.56397637261608,0.928637486889059,2.298300638797788
338,0.8995694940033975,68.54438832219016,28.3114039287178,305.65856561467155,106.08815705192204,1.9166728740414551,2.9252031918956747
339,0.8992798244717626,67.1479148667207,35.807053840940995,319.89921389594366,112.75007961534202,1.6264096975449773,1.3041186926594774
340,0.8991406908075021,27.785277608971228,26.90797771164634,343.20189275945063,197.05531114132776,0.6012538200257329,2.556102983141785
341,0.8988440444574554,17.936468201221047,44.266913635243604,311.33035047274643,110.54015035423868,1.6068274772519093,3.1136632840823357
342,0.8985546557491432,42.272863689393226,28.663104198817955,339.76123785528705,89.64143947379588,0.8079994080601998,2.44911909267667
343,0.8983853750011792,26.853375606760732,27.186541622431253,365.6756063474557,195.28059975498383,1.4054558008390625,1.2309384011948987
344,0.898111834341484,7.558361385406698,43.78558052113915,329.7290790307334,63.81004791237132,1.3985668807255722,2.870946334870798
345,0.8978524324477251,64.85048201186882,26.68505069643853,301.5110684214475,194.75230541817078,0.8763395685366537,3.0280788641576426
346,0.8975060924085042,70.66298698787095,35.250185426987144,331.29073942136483,90.66443806460987,1.3965024240540547,3.5982869008350744
347,0.8971520549481572,94.67337289233956,22.64764511009394,315.482861259772,191.71043881746195,1.6048028425021887,3.648981474489319
348,0.8970339333442484,20.263263413534315,34.68964677773505,370.1139594417474,152.0167828170459,1.1122275363000471,1.0461846750739254
349,0.8967840882983978,58.29260568042631,26.32753847949022,345.025424614289,193.63715226257258,1.0985529764636521,3.51940481999328
350,0.8964337443321121,18.854060574925114,36.81151245062572,397.70069544389435,65.28396513094052,0.512479913340788,2.3007483778978433
351,0.8961324898286801,9.26254830513672,38.70960874190578,391.4548663848559,115.10314590631383,0.8880674632331614,2.3032099570198294
352,0.8956898938922048,72.3447817850001,20.226354039509275,358.9453989484697,141.99375273310687,1.4565323703439033,1.7260662399426316
353,0.8953264164395572,71.40527233781268,22.28478715829441,319.92703364668006,181.6205069981723,1.6080847260898494,1.0412366620340356
354,0.8951612426687247,24.83762603698002,25.360162074829113,327.08063280369726,87.13396554198296,0.5937894436142686,2.376821549790461
355,0.8950330151697645,73.27334747861651,35.16829311793591,367.287166859808,62.17237678043587,1.9272360652651808,3.5154755015290746
356,0.894676047458482,80.50903184956627,40.57459512604419,393.27105081327613,131.63809491705467,0.8004230268014388,2.8503508235576236
357,0.8945654429342653,74.2881493667939,38.44793483385064,352.144902416688,60.268807900036705,1.0566694076451917,3.762299825390072
358,0.8942311327017559,58.4448909757426,33.45829858139284,326.88535143821935,105.26733798748683,1.843019133729754,2.9993891425805073
359,0.893755040605186,78.73870267523328,31.358635576691377,363.0247219456158,87.25754131148113,1.5581912454252294,2.282804001110012
360,0.8934248509340356,44.25455148147456,36.23305811442204,393.62806214689266,59.60095199129314,1.7371148560205114,1.8771493312365792
361,0.893169582963553,44.391945450637785,20.547833219375224,330.1046077834313,125.39468639451957,0.5842641160211586,2.4732871881494956
362,0.892812267676176,92.71106288584274,22.63483045269513,376.44407280755047,111.4506580063989,1.482760571786507,1.7807097939556882
363,0.8925289665199795,15.949226254135828,24.01156535678066,307.04919456431446,77.84700573518646,1.4963290774834523,3.645071835530524
364,0.8922107198042531,81.41256855911618,37.12835774686211,311.04318634111024,93.37811694439247,0.9647103129837035,1.7498708391928637
365,0.8917341338807425,51.50056597097231,33.38884537199181,335.688597517111,103.0683738104654,1.742833396859122,3.3678785449590567
366,0.8914796928256222,30.779583168074566,42.84471109683148,395.2815017002506,99.01138130450613,1.0316374231895824,2.5169024602658765
367,0.8909952166000926,94.11208125336735,41.907985828557784,310.256796258359,108.90961149071244,1.3300567846246578,2.50939741765462
368,0.8905330763433102,19.38630679368927,41.47041927920387,367.6940782996837,175.68625622777054,1.7881464190242082,3.245067560997219
369,0.8903547598893945,43.92106012497173,35.26366887538561,316.0365406119743,151.04681262123614,0.7688798836089211,3.0818487715304705
370,0.8902270153690445,22.959816075396866,22.938782503755498,316.52844901429575,50.29882028286054,1.5781094267802953,3.1972031471751374
371,0.8900867041684934,51.493334991325945,24.03407002638459,308.355433751069,52.86934496559305,0.7486222654478311,3.67256660494944
372,0.8899794154382328,24.153684170168177,28.85678318043039,310.5345484481333,83.35419571222553,1.2788368561703076,2.8232580492869577
373,0.8898416382539304,24.535231416621105,21.44330398062793,339.10328691273986,85.13050563895013,0.829330884844703,3.879588408140366
374,0.8894684355445638,61.63004859257241,33.9219610793024,341.5775103523322,114.34165001452163,1.3113575057571212,3.0892894211083215
375,0.8893399600851797,70.21460961818295,24.29234769263624,350.0112752076627,111.7937142551153,1.8057904494040762,2.8942567636551293
376,0.8891123698330622,53.25040664159818,22.884866054472933,360.56378893234114,67.58058585203501,1.005809863348628,1.4285258944429957
377,0.8886744197086744,69.20736470243689,25.156302845903816,339.1859373188026,184.3512166428168,0.8064745750984554,2.5234151918763374
378,0.8885651109343801,41.9271661166022,20.453101026143244,379.27581135728127,60.35688594718996,1.2113825314654303,2.68203488481685
379,0.8881393235413445,62.842645661458704,37.21579073269689,325.3272383522715,51.49681649876741,1.585165493532368,2.6069697980427358
380,0.8879265816314351,83.61177032072487,40.53470907251736,384.3326167787883,122.76419899693103,1.0004425937552985,3.37467460777411
381,0.8877793157003865,45.12941130292549,24.586054910085863,385.4974019561474,182.3839815158521,1.1994646342102553,1.2270991819293624
382,0.8874006208342409,38.782608991693124,40.08844148656509,390.17740285462287,80.52091137463938,0.6004604180379073,3.632051359398516
383,0.887049043695529,38.94049389788753,33.54402410668908,396.8065812050759,59.984709187133426,1.4724770111781433,1.2223162677246013
384,0.8865980548901181,37.54689284665004,40.09536362983617,343.34722327556346,199.57735308544255,1.3385889274199032,1.9634864579078606
385,0.8862040264725966,22.011132590475313,28.763013357154044,337.2533273759551,60.30705165859415,1.0543612991401599,2.3927155592176748
386,0.8857826341004426,72.27377522388046,36.418237118040196,370.8765655229154,51.25455228152857,0.8265010993708041,2.9850528651995694
387,0.8855698202714141,48.398936817974715,20.13283689170865,380.4494642431822,165.9214359935506,1.322628744490344,1.1993899773288164
388,0.8853988444539022,76.65150495325847,34.5928396932841,378.1959977157959,162.76204885937608,1.7045031079367556,2.5540241992138744
389,0.8849985985532458,14.032451819351499,36.778936834492214,362.04737850519706,161.3379780798631,0.754821509076103,1.5849255997008678
390,0.8845758646575389,89.04095172193284,38.74944496130177,390.8228488700323,163.8072981745881,1.3957329589854528,2.962398211083621
391,0.8840796626007387,88.91279239400099,34.470168862798516,363.23913243283874,73.47150740054009,1.210881830174154,3.149191335874297
392,0.8838146155299741,27.09426983163654,25.056354513113373,331.38268082244156,86.22509419892502,0.8223689555545938,2.2745525286042607
393,0.883565808295657,90.78385138835341,32.676491168467955,318.7920380815323,61.54575040713111,1.544234217706888,2.1483962933091636
394,0.8831552431113602,82.18309465853592,36.48776921601926,379.6241450541369,90.7919059127673,1.5385383836915871,1.7921859540811562
395,0.882918921695259,93.90684794502916,35.90935703833436,332.4511800175342,90.4267793438409,0.7863898776074653,3.0839228766811835
396,0.8824466187650175,21.87156129979273,34.88258164818723,326.4635026925357,149.29534171908028,1.7224095928108087,3.3340757294339594
397,0.8820032536642803,76.08513309307817,24.6930601423063,308.8384946984519,154.84232427310783,1.052520820691527,2.2970386792100417
398,0.8817316560533304,3.1149092793391064,26.48941123187623,303.3676403874464,181.87786589018714,0.8650950248277958,2.672011508719024
399,0.8813313076262138,3.897932066113041,36.67118478264145,332.3027345754094,184.68787804364987,1.8321772834010537,1.9758718550852432
400,0.88092949047658,90.09608956904678,44.903941837469475,382.5415664123948,176.73070216328435,0.8735131041636348,2.730107196573269
401,0.8807882409290456,6.725591396736785,22.372948420541743,399.88926120332906,98.99588741388663,1.6222758680732696,3.4199951590804494
402,0.8803272197663737,85.80232710072292,44.94070743505391,324.14964852568676,56.05262402895495,1.116787276991879,1.3902420094868408
403,0.8800251188173946,2.2425889162055124,29.010670678537153,378.37382510752366,134.92710368376063,0.969166983815531,2.963026016478159
404,0.8795945358309516,23.20181803088107,20.359536151802125,376.43533864364275,143.56146272960137,1.64345393675144,1.1168140500629968
405,0.8793665159905394,83.71196278306522,35.48815500090758,356.339535071264,143.69210721717974,1.7966498703025462,2.7608095196767213
406,0.8789083066991409,58.095037988817936,44.76697892664414,375.6730167068568,116.34407081767029,1.5610955000493916,2.1676914150753657
407,0.8786526260276473,22.8875462483499,34.92129692219399,392.81820981139515,189.3709280023194,1.0128579171582355,2.583032398665085
408,0.8785482909670551,21.16358985698612,44.890777737472085,398.11179078679356,147.4263394561171,1.7066210895162102,3.1453004838511003
409,0.8780861381764874,59.31582190394682,21.333699924722442,345.4764342552661,151.2179453251116,1.516297420825527,2.119367855267151
410,0.877949623505773,94.16919866580305,24.183925805919525,350.03594462155604,153.6325964826234,1.545703708837714,2.945916870306447
411,0.8777218980507369,27.528821345186017,23.90516421716555,363.59403268267107,139.89531742091566,0.7690340154338615,3.11541743671169
412,0.8772418732639166,45.51719917336564,36.694014790078825,383.73670797701504,75.45926428653847,0.528717301995255,3.33730775918736
413,0.8767616304051415,60.96974251526159,37.49098924055304,383.81549749886426,170.42164022367507,1.941380220393237,2.607805236556355
414,0.8764322552498922,48.84956326599054,30.047179997268252,315.3691042844205,135.89108493230336,0.9155187864889682,3.763922536638926
415,0.8760795203650243,58.31908042770976,34.82100451270276,335.492466087701,57.79840279665612,0.5476156480594829,2.2700054324595924
416,0.875800142156233,8.456537809723786,35.171173888503475,388.09730056396575,182.43722247780832,1.4885681151983485,1.633695494418793
417,0.8755828578475539,86.29968313588721,42.1523358828302,319.6653584952959,160.6139128656016,0.9297793233906844,3.407920937058789
418,0.8753513920294059,99.72378999036027,20.75065013323482,389.73658657909317,143.3945800397987,1.9600739287472317,2.3950285525792827
419,0.8749823846469751,84.73879305713737,21.55985171495693,333.5279050078296,60.052480662681496,1.9630147002186058,3.45092172181551
420,0.8745814348352,85.25474212459704,43.44913078584736,308.51034861197854,107.839638877,0.6065523335660032,1.6323793046500858
421,0.8741648032177096,22.936577703767234,31.727680276189467,326.85621674536424,65.14671602266417,0.7512366336411616,1.441826690656273
422,0.8737489559605918,97.30767979122983,38.98231267296184,396.7761465269562,115.96107297618629,0.9175527224939849,3.39487959162756
423,0.8736124735193723,32.62539180411468,27.484584342633706,323.2505992207831,69.4518467336353,0.884694591525149,2.065959245421663
424,0.8733147053974913,67.39942081457303,21.56412105548629,321.0506939665343,171.35354604375146,0.7203828853756562,2.027935439567565
425,0.8731916818934847,86.46589218581401,23.873132778586065,308.273683561819,122.68069926200162,0.9536292669178046,2.6902250934515624
426,0.8728718703405552,80.38048904834751,23.428712203818577,358.0699084554285,125.82631405847958,0.7161181790197994,2.871995456586947
427,0.8725952581400059,27.364041786077166,32.19585796360031,308.2272324277062,118.93760858204345,0.9596952020642304,3.467143633556063
428,0.8721401764669026,5.697872699736828,30.465181872958247,345.8431424131438,158.75091144486782,1.3614313626353165,3.001637011582543
429,0.8718998104618817,77.7049285651756,41.55507434145472,331.3875496722471,130.70340580458543,1.7601621176587998,3.9683533928951693
430,0.8717529836553106,88.95193110437631,29.28668156560942,319.51665172186506,123.4088806109883,1.6124621777540633,2.477707212259893
431,0.8715957869824895,48.31808633136685,40.955760527045015,336.14037790671864,178.96920122174686,1.1102072014275852,1.9846993170350182
432,0.8711911827298026,45.3989911199699,39.061173966871706,312.60020278639945,79.46288238080261,1.927167238494638,1.5264748821440721
433,0.870843895504476,56.77273179310546,34.482861666548445,348.9624462050245,146.7117872865228,0.8447400886964276,2.6579868033302447
434,0.870703446434027,37.21732552468971,36.54168149072973,314.12235433731496,135.63161252592144,0.7779055330749856,1.835929189345109
435,0.870569803711581,21.87098003235832,24.57094449672043,382.5710951560667,92.85613514913355,1.8906856727966739,3.9097795760355725
436,0.8701894160589974,57.126046993709735,23.57502806664316,337.45482433795814,169.6598395022321,1.0510860930456056,1.2610516549083663
437,0.8700603108564516,55.678491092818795,41.12802128740087,379.59263871435024,76.26847101955299,1.5091469216187001,1.6615127903069413
438,0.8696315668327355,21.820753455217222,41.85179433262963,324.96689527402305,89.48710197770168,0.5009800861419493,3.6120071023765528
439,0.8692490699418729,79.25948132091347,35.68322337726695,375.0265763938842,72.80728511367377,1.187485391881363,2.0536581620463426
440,0.8691165304296161,9.37765262570165,32.1532621303731,392.07396503426355,56.00886785760417,0.9371913702406909,1.6226228086171104
441,0.868982595343982,23.81466536656963,42.710863796984384,346.80690542342904,119.94491194097282,1.6408634636829236,1.4634766120147775
442,0.8684879395125815,48.72653541000508,30.749630353026493,359.6910690546656,199.93365548756577,1.6541733411230706,2.1935971090522814
443,0.8682382311942791,82.75530522740469,24.267709082812004,303.04636863089604,80.66725586964095,1.0106173341713895,2.5317422723786795
444,0.8679899743354523,61.51291405411998,42.76514293036054,350.98540095504575,125.1913466938594,0.5753645147344733,1.1047346579686714
445,0.8675648545085494,55.11599619163721,30.954465331208613,383.9180394980299,74.10193770677678,0.5374574931755745,2.3471163037903775
446,0.8670859550775958,23.74785567522575,21.240359333470938,372.4598286847629,66.73894999358711,1.4124792500116574,1.8431492505006675
447,0.8665915546520666,17.3496050355022,29.493788072982937,380.1445776222954,108.8140365356859,1.6261544738165836,1.3764588903974522
448,0.866190203377963,77.27714196650791,25.923333122666214,367.73931298888726,134.86723322614944,1.893717075817531,2.161967553925942
449,0.8659396995437507,6.616518883444044,20.47888713878132,382.6858560972753,128.71034564921484,1.6628660777524238,1.7032768000345442
450,0.8658062992570712,34.50837455132337,20.752596805282973,396.14923245741124,150.180186005122,1.8998076316389594,1.7964892222872169
451,0.8653954404907003,61.146361122566084,36.96249920731594,331.75497002575884,177.2163852523445,1.9207421943503717,3.654565353088013
452,0.8650720787908059,73.90669759393725,26.93661699312385,328.16160421056315,194.50404806690568,0.515426743903538,3.1481499197264333
453,0.8648023899871071,70.62461625552622,35.56723852374493,399.0108846086866,96.78191536455878,1.0099577956898722,1.2368182088396666
454,0.8643398482330692,44.27981365437375,26.526213155871204,334.33867021776445,175.18576853834415,1.9032267702912435,1.5571992160155568
455,0.8641953692401467,37.25089315534659,43.21576405288485,306.1808460689223,63.85407921670678,0.744186483809344,2.7856385023806243
456,0.8638983191984304,15.047227100599747,44.20190953626834,344.671452725852,125.22769405252495,0.8699879237081097,2.4128807573042006
457,0.8637937777405235,66.19136326370115,38.77942842385107,375.3868082709913,136.68366690411324,1.856539662490786,3.452223541918328
458,0.8635063134837259,75.70481146986255,21.390138042011515,300.68779622196496,81.86709157932094,1.4952853908701784,2.2335924666476377
459,0.8633837921734532,40.24062592993117,42.11467220574035,389.5562848131839,186.37628960803787,0.970817114772541,3.0731674382177854
460,0.863236265006946,27.163318127436963,24.765245826861246,318.4632457347369,101.31614312953911,1.1449364296697326,3.4928475131652053
